ID, COS (30)(Mg/ha) ,LATITUD,LONGITUD,año muestro,Referencia,PROVINCIA
Andriu-33.85272-60.72762,35.22,-33.85272,-60.72762,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.86928-60.72815,44.9,-33.86928,-60.72815,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.85318-60.7285,42.63,-33.85318,-60.7285,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.87888-60.72982,57.71,-33.87888,-60.72982,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.89433-60.73388,53.93,-33.89433,-60.73388,2012,Andriulo et al. (2012),Buenos Aires
Sainz -31.19194-60.73436,68.07,-31.19194,-60.73436,2011,Sainz Rozas et al. (2011),Santa Fe
Andriu-33.84782-60.73692,55.82,-33.84782,-60.73692,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.85722-60.7386,57.69,-33.85722,-60.7386,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.84543-60.74127,64.67,-33.84543,-60.74127,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.862-60.74178,49.68,-33.862,-60.74178,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.89992-60.74262,36.84,-33.89992,-60.74262,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.8641-60.74267,51.66,-33.8641,-60.74267,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.8385-60.7429,54.95,-33.8385,-60.7429,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.84942-60.74295,45.88,-33.84942,-60.74295,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.84505-60.74327,50.48,-33.84505,-60.74327,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.84513-60.74333,68.75,-33.84513,-60.74333,2012,Andriulo et al. (2012),Buenos Aires
Sainz -34.301939-60.745122,55.76,-34.301939,-60.745122,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -34.304244-60.746172,60.05,-34.304244,-60.746172,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -31.38544-60.74812,32.83,-31.38544,-60.74812,2011,Sainz Rozas et al. (2011),Santa Fe
Andriu-33.88062-60.74948,59.22,-33.88062,-60.74948,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.88828-60.75062,58.35,-33.88828,-60.75062,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.88228-60.75092,49.98,-33.88228,-60.75092,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.9321-60.75195,56.15,-33.9321,-60.75195,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.93093-60.75225,43.74,-33.93093,-60.75225,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.88225-60.75242,55.31,-33.88225,-60.75242,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.89535-60.75382,47.64,-33.89535,-60.75382,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.88138-60.7551,60.98,-33.88138,-60.7551,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.87352-60.75917,57.32,-33.87352,-60.75917,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.78853-60.76537,58.39,-33.78853,-60.76537,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.78853-60.76537,63.57,-33.78853,-60.76537,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.78853-60.76537,72.27,-33.78853,-60.76537,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.78853-60.76537,42.81,-33.78853,-60.76537,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.78853-60.76537,61.09,-33.78853,-60.76537,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.882-60.76537,75.14,-33.882,-60.76537,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.87433-60.76598,52.65,-33.87433,-60.76598,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.88155-60.76617,67.4,-33.88155,-60.76617,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.87428-60.76895,69.79,-33.87428,-60.76895,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.84868-60.77147,60.57,-33.84868,-60.77147,2012,Andriulo et al. (2012),Buenos Aires
Sainz -33.27824-60.77334,63.08,-33.27824,-60.77334,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -33.4825-60.77563,50.84,-33.4825,-60.77563,2011,Sainz Rozas et al. (2011),Santa Fe
Andriu-33.83735-60.7759,66.78,-33.83735,-60.7759,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.83843-60.7765,58.16,-33.83843,-60.7765,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.87838-60.77863,66.33,-33.87838,-60.77863,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.82783-60.78675,67.7,-33.82783,-60.78675,2012,Andriulo et al. (2012),Buenos Aires
Andriu-33.82783-60.78675,53.81,-33.82783,-60.78675,2012,Andriulo et al. (2012),Buenos Aires
Sainz -35.365333-60.795556,69.67,-35.365333,-60.795556,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -34.016575-60.814672,83.73,-34.016575,-60.814672,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -34.012272-60.814672,62.98,-34.012272,-60.814672,2010,Sainz Rozas et al. (2011),Buenos Aires
Salvag-32.9625-60.82556,61.48,-32.9625,-60.82556,2001,"Salvagiotti et al (2011, Ciencia del Suelo)",Santa Fe
Sainz -33.07273-60.8298,60.87,-33.07273,-60.8298,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -33.07278-60.83228,61.34,-33.07278,-60.83228,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -31.47296-60.83447,58.5,-31.47296,-60.83447,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -31.47296-60.8345,61.16,-31.47296,-60.8345,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -32.733111-60.837028,48.55,-32.733111,-60.837028,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -32.63139-60.83841,60.32,-32.63139,-60.83841,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -32.63138-60.83843,51.5,-32.63138,-60.83843,2011,Sainz Rozas et al. (2011),Santa Fe
Salvag-32.70472-60.84,45.37,-32.70472,-60.84,2003,"Salvagiotti et al (2011, Ciencia del Suelo)",Santa Fe
Sainz -31.26972-60.85114,110.51,-31.26972,-60.85114,2010,Sainz Rozas et al. (2011),Santa Fe
Salvag-32.56583-60.85694,47.35,-32.56583,-60.85694,2008,"Salvagiotti et al (2011, Ciencia del Suelo)",Santa Fe
Salvag-32.56444-60.86139,46.69,-32.56444,-60.86139,1998,"Salvagiotti et al (2011, Ciencia del Suelo)",Santa Fe
Salvag-32.56333-60.86222,44.06,-32.56333,-60.86222,1999,"Salvagiotti et al (2011, Ciencia del Suelo)",Santa Fe
Salvag-32.56806-60.86222,47.67,-32.56806,-60.86222,2007,"Salvagiotti et al (2011, Ciencia del Suelo)",Santa Fe
Salvag-32.56833-60.86222,47.67,-32.56833,-60.86222,2007,"Salvagiotti et al (2011, Ciencia del Suelo)",Santa Fe
Salvag-32.56528-60.86278,43.73,-32.56528,-60.86278,2009,"Salvagiotti et al (2011, Ciencia del Suelo)",Santa Fe
Berhon-32.56211-60.86336,66.56,-32.56211,-60.86336,2008,"Berhongaray et al., (2013)",Santa Fe
Berhon-32.56211-60.86336,41.69,-32.56211,-60.86336,2008,"Berhongaray et al., (2013)",Santa Fe
Salvag-32.56833-60.86417,44.06,-32.56833,-60.86417,1999,"Salvagiotti et al (2011, Ciencia del Suelo)",Santa Fe
Salvag-32.56944-60.865,51.29,-32.56944,-60.865,2002,"Salvagiotti et al (2011, Ciencia del Suelo)",Santa Fe
Salvag-32.57167-60.86611,46.69,-32.57167,-60.86611,2000,"Salvagiotti et al (2011, Ciencia del Suelo)",Santa Fe
Sainz -32.562444-60.868139,32.15,-32.562444,-60.868139,2011,Sainz Rozas et al. (2011),Santa Fe
Salvag-32.56222-60.86944,43.73,-32.56222,-60.86944,2002,"Salvagiotti et al (2011, Ciencia del Suelo)",Santa Fe
Andriu-37.93228-60.87447,112.44,-37.93228,-60.87447,2012,Andriulo et al. (2012),Buenos Aires
Salvag-32.56167-60.87889,48.33,-32.56167,-60.87889,2001,"Salvagiotti et al (2011, Ciencia del Suelo)",Santa Fe
Sainz -32.47698-60.88538,56.09,-32.47698,-60.88538,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -32.47697-60.88538,69.69,-32.47697,-60.88538,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -33.486472-60.886222,90.23,-33.486472,-60.886222,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -33.486194-60.886889,68.19,-33.486194,-60.886889,2010,Sainz Rozas et al. (2011),Buenos Aires
Andriu-37.96269-60.88892,133.85,-37.96269,-60.88892,2012,Andriulo et al. (2012),Buenos Aires
Salvag-32.43444-60.88917,44.06,-32.43444,-60.88917,2005,"Salvagiotti et al (2011, Ciencia del Suelo)",Santa Fe
Sainz -34.017336-60.88945,57.79,-34.017336,-60.88945,2010,Sainz Rozas et al. (2011),Buenos Aires
Andriu-37.95864-60.8905,69.13,-37.95864,-60.8905,2012,Andriulo et al. (2012),Buenos Aires
Sainz -36.089972-60.89075,52.08,-36.089972,-60.89075,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -36.089972-60.89075,61.68,-36.089972,-60.89075,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -37.44799-60.89142,85.74,-37.44799,-60.89142,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -37.44799-60.89143,85.99,-37.44799,-60.89143,2011,Sainz Rozas et al. (2011),Buenos Aires
Salvag-32.56472-60.89194,51.95,-32.56472,-60.89194,2001,"Salvagiotti et al (2011, Ciencia del Suelo)",Santa Fe
Salvag-32.55972-60.89583,48.33,-32.55972,-60.89583,2004,"Salvagiotti et al (2011, Ciencia del Suelo)",Santa Fe
Andriu-37.95783-60.89678,74.12,-37.95783,-60.89678,2012,Andriulo et al. (2012),Buenos Aires
Andriu-38.95219-60.89886,99.27,-38.95219,-60.89886,2012,Andriulo et al. (2012),Buenos Aires
Andriu-37.94878-60.89989,57.23,-37.94878,-60.89989,2012,Andriulo et al. (2012),Buenos Aires
Sainz -35.335333-60.902222,83.2,-35.335333,-60.902222,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -35.434694-60.902583,62.26,-35.434694,-60.902583,2010,Sainz Rozas et al. (2011),Buenos Aires
Berhon-35.49428-60.90293,75.42,-35.49428,-60.90293,2008,"Berhongaray et al., (2013)",Buenos Aires
Berhon-35.49428-60.90293,61,-35.49428,-60.90293,2008,"Berhongaray et al., (2013)",Buenos Aires
Sainz -31.64709-60.92376,54.25,-31.64709,-60.92376,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -31.64708-60.92376,59.09,-31.64708,-60.92376,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -31.14487-60.93009,63.23,-31.14487,-60.93009,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -31.14487-60.9301,47.34,-31.14487,-60.9301,2011,Sainz Rozas et al. (2011),Santa Fe
Salvag-33.32417-60.94528,59.18,-33.32417,-60.94528,2000,"Salvagiotti et al (2011, Ciencia del Suelo)",Santa Fe
Carriz-31.43556-60.94528,73.08,-31.43556,-60.94528,2015,Carrizo (2015),Santa Fe
Sainz -35.939611-60.950111,52.08,-35.939611,-60.950111,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -35.939611-60.950111,46.4,-35.939611,-60.950111,2010,Sainz Rozas et al. (2011),Buenos Aires
Salvag-32.45139-60.96111,43.07,-32.45139,-60.96111,2002,"Salvagiotti et al (2011, Ciencia del Suelo)",Santa Fe
Sainz -35.529222-60.964667,63.74,-35.529222,-60.964667,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -35.229583-60.964944,64.45,-35.229583,-60.964944,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -35.229333-60.964944,62.26,-35.229333,-60.964944,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -33.26095-60.96736,50.41,-33.26095,-60.96736,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -33.26046-60.96759,51.17,-33.26046,-60.96759,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -32.28256-60.96969,40.67,-32.28256,-60.96969,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -34.687833-60.971222,29.65,-34.687833,-60.971222,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -34.688278-60.971556,62.69,-34.688278,-60.971556,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -31.95665-60.97696,39.36,-31.95665,-60.97696,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -32.250583-60.977917,40.67,-32.250583,-60.977917,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -34.830194-60.984861,64.48,-34.830194,-60.984861,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -35.548889-60.986167,64.45,-35.548889,-60.986167,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -34.820944-60.986528,58.59,-34.820944,-60.986528,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -35.545139-60.99375,63,-35.545139,-60.99375,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -32.16576-60.99614,63.31,-32.16576,-60.99614,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -32.16575-60.99614,72.16,-32.16575,-60.99614,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -34.600028-61.005028,37.06,-34.600028,-61.005028,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.43-61.0099,56.99,-38.43,-61.0099,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -31.80148-61.02081,46.72,-31.80148,-61.02081,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -31.80148-61.02082,65,-31.80148,-61.02082,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -36.332944-61.026611,40.36,-36.332944,-61.026611,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -36.332944-61.026611,46.02,-36.332944,-61.026611,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.31474-61.03669,58.89,-38.31474,-61.03669,2010,Sainz Rozas et al. (2011),Buenos Aires
Berhon-35.16551-61.03998,64.96,-35.16551,-61.03998,2008,"Berhongaray et al., (2013)",Buenos Aires
Berhon-35.16551-61.03998,73.35,-35.16551,-61.03998,2008,"Berhongaray et al., (2013)",Buenos Aires
Sainz -38.31177-61.04022,54.09,-38.31177,-61.04022,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -33.925167-61.048056,78.73,-33.925167,-61.048056,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -33.926361-61.048333,88.69,-33.926361,-61.048333,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.08732-61.06057,84.85,-38.08732,-61.06057,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.08732-61.06057,87.5,-38.08732,-61.06057,2011,Sainz Rozas et al. (2011),Buenos Aires
Berhon-33.91822-61.06081,47.98,-33.91822,-61.06081,2008,"Berhongaray et al., (2013)",Buenos Aires
Berhon-33.91822-61.06081,71.27,-33.91822,-61.06081,2008,"Berhongaray et al., (2013)",Buenos Aires
Carina-33.981883-61.067383,54.25,-33.981883,-61.067383,2004,Carina Alvarez,Buenos Aires
Sainz -32.6007-61.06795,51.51,-32.6007,-61.06795,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -32.60069-61.06795,53.8,-32.60069,-61.06795,2011,Sainz Rozas et al. (2011),Santa Fe
Salvag-32.87944-61.06889,49.65,-32.87944,-61.06889,2000,"Salvagiotti et al (2011, Ciencia del Suelo)",Santa Fe
Sainz -31.39643-61.07003,54.07,-31.39643,-61.07003,2011,Sainz Rozas et al. (2011),Santa Fe
Carina-33.986267-61.070367,56.98,-33.986267,-61.070367,2004,Carina Alvarez,Buenos Aires
Sainz -38.42912-61.0731,58.89,-38.42912,-61.0731,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -36.142-61.073194,66.05,-36.142,-61.073194,2010,Sainz Rozas et al. (2011),Buenos Aires
Orcell-31.3894-61.07441,45.7,-31.3894,-61.07441,2015,"Orcellet, 2016 (comunic. Personal)",Santa Fe
Carina-33.988183-61.0769,54.61,-33.988183,-61.0769,2004,Carina Alvarez,Buenos Aires
Carina-33.989567-61.077683,51.3,-33.989567,-61.077683,2004,Carina Alvarez,Buenos Aires
Berhon-34.82442-61.07807,46.37,-34.82442,-61.07807,2008,"Berhongaray et al., (2013)",Buenos Aires
Berhon-34.82442-61.07807,57.54,-34.82442,-61.07807,2008,"Berhongaray et al., (2013)",Buenos Aires
Sainz -32.845472-61.079639,47.87,-32.845472,-61.079639,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -33.53096-61.08002,55.11,-33.53096,-61.08002,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -33.53088-61.08005,57.02,-33.53088,-61.08005,2011,Sainz Rozas et al. (2011),Santa Fe
Carina-33.98305-61.082367,48.09,-33.98305,-61.082367,2004,Carina Alvarez,Buenos Aires
Sainz -35.501667-61.088472,67.97,-35.501667,-61.088472,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -35.504361-61.09175,69.67,-35.504361,-61.09175,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -31.60915-61.0948,77.12,-31.60915,-61.0948,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -31.60914-61.0948,52.16,-31.60914,-61.0948,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -33.792361-61.095492,61.93,-33.792361,-61.095492,2010,Sainz Rozas et al. (2011),Santa Fe
Sainz -33.872692-61.099647,77.67,-33.872692,-61.099647,2010,Sainz Rozas et al. (2011),Buenos Aires
DiMaur-32.3-61.1,39.86,-32.3,-61.1,2015,DiMauro et al. (2016),Santa Fe
DiMaur-32.3-61.1,41.19,-32.3,-61.1,2015,DiMauro et al. (2016),Santa Fe
Sainz -33.873083-61.100361,63.64,-33.873083,-61.100361,2010,Sainz Rozas et al. (2011),Buenos Aires
Salvag-32.88833-61.11444,51.29,-32.88833,-61.11444,2002,"Salvagiotti et al (2011, Ciencia del Suelo)",Santa Fe
Sainz -32.86841-61.11779,58.39,-32.86841,-61.11779,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -32.8684-61.11779,60.36,-32.8684,-61.11779,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -37.03925-61.12122,68.78,-37.03925,-61.12122,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -37.03925-61.12122,75.87,-37.03925,-61.12122,2011,Sainz Rozas et al. (2011),Buenos Aires
Salvag-32.87028-61.12278,54.91,-32.87028,-61.12278,2003,"Salvagiotti et al (2011, Ciencia del Suelo)",Santa Fe
Sainz -33.03395-61.12302,68.31,-33.03395,-61.12302,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -33.0336-61.12316,52.48,-33.0336,-61.12316,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -34.098775-61.139539,80.86,-34.098775,-61.139539,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -34.103936-61.142056,70.41,-34.103936,-61.142056,2010,Sainz Rozas et al. (2011),Buenos Aires
Berhon-33.05355-61.15647,36.25,-33.05355,-61.15647,2008,"Berhongaray et al., (2013)",Santa Fe
Berhon-33.05355-61.15647,59.67,-33.05355,-61.15647,2008,"Berhongaray et al., (2013)",Santa Fe
Sainz -33.763075-61.158136,56.68,-33.763075,-61.158136,2010,Sainz Rozas et al. (2011),Santa Fe
Sainz -31.93232-61.15912,75.12,-31.93232,-61.15912,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -33.3663-61.16223,58.39,-33.3663,-61.16223,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -33.36639-61.1623,78.79,-33.36639,-61.1623,2011,Sainz Rozas et al. (2011),Santa Fe
Orcell-32.04161-61.17047,50.63,-32.04161,-61.17047,2015,"Orcellet, 2016 (comunic. Personal)",Santa Fe
Sainz -33.783639-61.171992,66.26,-33.783639,-61.171992,2010,Sainz Rozas et al. (2011),Santa Fe
Sainz -38.41326-61.17254,50.48,-38.41326,-61.17254,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.41003-61.17305,45.97,-38.41003,-61.17305,2010,Sainz Rozas et al. (2011),Buenos Aires
Berhon-32.05359-61.18088,36.71,-32.05359,-61.18088,2008,"Berhongaray et al., (2013)",Santa Fe
Berhon-32.05359-61.18088,49.52,-32.05359,-61.18088,2008,"Berhongaray et al., (2013)",Santa Fe
Sainz -38.53958-61.18445,38.7,-38.53958,-61.18445,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.54453-61.1864,44.62,-38.54453,-61.1864,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -32.08445-61.18944,52.48,-32.08445,-61.18944,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -37.05693-61.19254,83.96,-37.05693,-61.19254,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -34.74856-61.19304,57.52,-34.74856,-61.19304,2011,Sainz Rozas et al. (2011),Buenos Aires
Salvag-32.61139-61.19889,55.89,-32.61139,-61.19889,2001,"Salvagiotti et al (2011, Ciencia del Suelo)",Santa Fe
Sainz -31.13832-61.20216,66.35,-31.13832,-61.20216,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -31.13832-61.20216,67.07,-31.13832,-61.20216,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -34.049558-61.202647,89.24,-34.049558,-61.202647,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -34.049981-61.203539,61.67,-34.049981,-61.203539,2010,Sainz Rozas et al. (2011),Buenos Aires
Salvag-32.595-61.20361,57.21,-32.595,-61.20361,2002,"Salvagiotti et al (2011, Ciencia del Suelo)",Santa Fe
Sainz -33.866092-61.204844,82.03,-33.866092,-61.204844,2010,Sainz Rozas et al. (2011),Santa Fe
Salvag-32.8375-61.20833,54.25,-32.8375,-61.20833,2003,"Salvagiotti et al (2011, Ciencia del Suelo)",Santa Fe
Sainz -32.00711-61.21934,49.86,-32.00711,-61.21934,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -32.00709-61.21938,49.3,-32.00709,-61.21938,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -35.762083-61.221361,81.53,-35.762083,-61.221361,2010,Sainz Rozas et al. (2011),Buenos Aires
Orcell-31.94391-61.22234,69.7,-31.94391,-61.22234,2015,"Orcellet, 2016 (comunic. Personal)",Santa Fe
Andriu-38.78136-61.23622,49.92,-38.78136,-61.23622,2012,Andriulo et al. (2012),Buenos Aires
Salvag-32.61028-61.23667,56.22,-32.61028,-61.23667,2003,"Salvagiotti et al (2011, Ciencia del Suelo)",Santa Fe
Sainz -34.232094-61.23845,58.59,-34.232094,-61.23845,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -32.72229-61.24001,54.45,-32.72229,-61.24001,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -34.166806-61.244156,59.29,-34.166806,-61.244156,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.72294-61.24445,49.64,-38.72294,-61.24445,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.72293-61.24447,42.59,-38.72293,-61.24447,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -34.167414-61.246464,66.8,-34.167414,-61.246464,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -34.230144-61.246975,57.07,-34.230144,-61.246975,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -36.078694-61.271083,88.54,-36.078694,-61.271083,2010,Sainz Rozas et al. (2011),Buenos Aires
Salvag-32.85028-61.27722,50.63,-32.85028,-61.27722,2000,"Salvagiotti et al (2011, Ciencia del Suelo)",Santa Fe
Salvag-32.82472-61.29528,47.67,-32.82472,-61.29528,2002,"Salvagiotti et al (2011, Ciencia del Suelo)",Santa Fe
Salvag-32.83333-61.29667,41.1,-32.83333,-61.29667,2001,"Salvagiotti et al (2011, Ciencia del Suelo)",Santa Fe
Orcell-31.91995-61.30576,68.06,-31.91995,-61.30576,2015,"Orcellet, 2016 (comunic. Personal)",Santa Fe
Sainz -31.81151-61.307,63.24,-31.81151,-61.307,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -31.81145-61.30702,62.64,-31.81145,-61.30702,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -31.33198-61.31,48.03,-31.33198,-61.31,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -31.33196-61.31007,54.96,-31.33196,-61.31007,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -35.628833-61.318056,68.55,-35.628833,-61.318056,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -31.58432-61.319,59.09,-31.58432,-61.319,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -31.58432-61.319,65,-31.58432,-61.319,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -35.629194-61.319972,66.71,-35.629194,-61.319972,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -33.61215-61.32295,58.92,-33.61215,-61.32295,2011,Sainz Rozas et al. (2011),Santa Fe
Salvag-32.42778-61.32333,48.66,-32.42778,-61.32333,2002,"Salvagiotti et al (2011, Ciencia del Suelo)",Santa Fe
Salvag-33.12139-61.33306,48.33,-33.12139,-61.33306,2003,"Salvagiotti et al (2011, Ciencia del Suelo)",Santa Fe
Sainz -38.02262-61.33355,75.44,-38.02262,-61.33355,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.02262-61.33356,65.92,-38.02262,-61.33356,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -33.61934-61.34287,82.32,-33.61934,-61.34287,2011,Sainz Rozas et al. (2011),Santa Fe
Berhon-34.47563-61.34676,43.66,-34.47563,-61.34676,2008,"Berhongaray et al., (2013)",Buenos Aires
Berhon-34.47563-61.34676,55.32,-34.47563,-61.34676,2008,"Berhongaray et al., (2013)",Buenos Aires
Sainz -32.38213-61.35509,66.11,-32.38213,-61.35509,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -33.8027-61.35706,59.47,-33.8027,-61.35706,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -33.80262-61.35706,61.89,-33.80262,-61.35706,2011,Sainz Rozas et al. (2011),Santa Fe
Berhon-36.15551-61.36115,22.45,-36.15551,-61.36115,2008,"Berhongaray et al., (2013)",Buenos Aires
Berhon-36.15551-61.36115,42.72,-36.15551,-61.36115,2008,"Berhongaray et al., (2013)",Buenos Aires
Sainz -38.56634-61.36749,40.56,-38.56634,-61.36749,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.56634-61.36749,53.85,-38.56634,-61.36749,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -32.36727-61.37239,52.81,-32.36727,-61.37239,2011,Sainz Rozas et al. (2011),Santa Fe
Berhon-37.57724-61.38621,54.52,-37.57724,-61.38621,2008,"Berhongaray et al., (2013)",Buenos Aires
Berhon-37.57724-61.38621,56.97,-37.57724,-61.38621,2008,"Berhongaray et al., (2013)",Buenos Aires
Sainz -38.4611-61.39192,47.12,-38.4611,-61.39192,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.46738-61.39858,50.71,-38.46738,-61.39858,2010,Sainz Rozas et al. (2011),Buenos Aires
DiMaur-32.007222-61.42,51.68,-32.007222,-61.42,2014,DiMauro et al. (2016),Santa Fe
Sainz -33.03105-61.42171,60.05,-33.03105,-61.42171,2011,Sainz Rozas et al. (2011),Santa Fe
